2025-09-29 19:44:54.861 | INFO     | infra.logging:setup_structured_logging:382 | Structured logging initialized
2025-09-29 22:56:24.654 | ERROR    | runner.paper:run_paper_trading:722 | Paper trading session failed: 'PositionManager' object has no attribute 'initialize'
2025-09-29 22:56:24.655 | INFO     | runner.paper:run_paper_trading:725 | Paper trading session ended
2025-09-29 22:56:30.325 | INFO     | infra.logging:setup_structured_logging:378 | Structured logging initialized
2025-09-29 22:56:30.326 | INFO     | runner.paper:run_paper_trading:712 | Starting paper trading session
2025-09-29 22:56:30.328 | INFO     | strategy.exits:__init__:87 | ExitManager initialized
2025-09-29 22:56:30.328 | INFO     | infra.metrics:__init__:105 | MetricsCollector initialized
2025-09-29 22:56:30.328 | INFO     | infra.persistence:__init__:39 | StateManager initialized: data\bot_state.json
2025-09-29 22:56:30.328 | INFO     | runner.paper:__init__:81 | Paper trading engine initialized
2025-09-29 22:56:30.329 | INFO     | runner.paper:start:94 | Starting paper trading engine...
2025-09-29 22:56:30.329 | INFO     | runner.paper:_initialize_components:164 | Initializing paper trading components...
2025-09-29 22:56:30.329 | DEBUG    | runner.paper:_initialize_components:167 | Initializing client: MockBinanceClient
2025-09-29 22:56:30.330 | DEBUG    | runner.paper:_initialize_components:171 | Initializing position manager: PositionManager
2025-09-29 22:56:30.330 | DEBUG    | runner.paper:_initialize_components:172 | PositionManager has initialize method: False
2025-09-29 22:56:30.330 | ERROR    | runner.paper:_initialize_components:177 | PositionManager <class 'exchange.positions.PositionManager'> does not have initialize method!
2025-09-29 22:56:30.330 | ERROR    | runner.paper:_initialize_components:178 | Available methods: ['client', 'config']
2025-09-29 22:56:30.331 | ERROR    | runner.paper:start:112 | Failed to start paper trading engine: 'PositionManager' object has no attribute 'initialize'
2025-09-29 22:56:30.331 | ERROR    | runner.paper:run_paper_trading:722 | Paper trading session failed: 'PositionManager' object has no attribute 'initialize'
2025-09-29 22:56:30.332 | INFO     | runner.paper:run_paper_trading:725 | Paper trading session ended
2025-09-29 23:08:34.590 | INFO     | infra.logging:setup_structured_logging:378 | Structured logging initialized
2025-09-29 23:08:34.590 | INFO     | runner.paper:run_paper_trading:712 | Starting paper trading session
2025-09-29 23:08:34.591 | INFO     | strategy.exits:__init__:87 | ExitManager initialized
2025-09-29 23:08:34.591 | INFO     | infra.metrics:__init__:105 | MetricsCollector initialized
2025-09-29 23:08:34.592 | INFO     | infra.persistence:__init__:39 | StateManager initialized: data\bot_state.json
2025-09-29 23:08:34.592 | INFO     | runner.paper:__init__:81 | Paper trading engine initialized
2025-09-29 23:08:34.592 | INFO     | runner.paper:start:94 | Starting paper trading engine...
2025-09-29 23:08:34.592 | INFO     | runner.paper:_initialize_components:164 | Initializing paper trading components...
2025-09-29 23:08:34.593 | DEBUG    | runner.paper:_initialize_components:167 | Initializing client: MockBinanceClient
2025-09-29 23:08:34.593 | DEBUG    | runner.paper:_initialize_components:171 | Initializing position manager: PositionManager
2025-09-29 23:08:34.593 | DEBUG    | runner.paper:_initialize_components:172 | PositionManager has initialize method: False
2025-09-29 23:08:34.593 | ERROR    | runner.paper:_initialize_components:177 | PositionManager <class 'exchange.positions.PositionManager'> does not have initialize method!
2025-09-29 23:08:34.594 | ERROR    | runner.paper:_initialize_components:178 | Available methods: ['client', 'config']
2025-09-29 23:08:34.594 | ERROR    | runner.paper:start:112 | Failed to start paper trading engine: 'PositionManager' object has no attribute 'initialize'
2025-09-29 23:08:34.594 | ERROR    | runner.paper:run_paper_trading:722 | Paper trading session failed: 'PositionManager' object has no attribute 'initialize'
2025-09-29 23:08:34.595 | INFO     | runner.paper:run_paper_trading:725 | Paper trading session ended
2025-09-29 23:09:58.548 | INFO     | infra.logging:setup_structured_logging:378 | Structured logging initialized
2025-09-29 23:09:58.549 | INFO     | runner.live:run_live_trading:604 | Starting live trading session
2025-09-29 23:09:58.549 | INFO     | strategy.exits:__init__:87 | ExitManager initialized
2025-09-29 23:09:58.550 | INFO     | infra.metrics:__init__:105 | MetricsCollector initialized
2025-09-29 23:09:58.551 | INFO     | infra.persistence:__init__:39 | StateManager initialized: data\bot_state.json
2025-09-29 23:09:58.551 | INFO     | runner.live:__init__:75 | Live trading engine initialized
2025-09-29 23:09:58.551 | INFO     | runner.live:start:85 | Starting live trading engine...
2025-09-29 23:09:58.551 | INFO     | runner.live:_initialize_components:154 | Initializing trading components...
2025-09-29 23:10:00.614 | ERROR    | runner.live:start:106 | Failed to start live trading engine: 'PositionManager' object has no attribute 'initialize'
2025-09-29 23:10:00.614 | ERROR    | runner.live:run_live_trading:614 | Live trading session failed: 'PositionManager' object has no attribute 'initialize'
2025-09-29 23:10:00.615 | INFO     | runner.live:run_live_trading:617 | Live trading session ended
2025-09-29 23:10:51.076 | INFO     | infra.logging:setup_structured_logging:378 | Structured logging initialized
2025-09-29 23:10:51.077 | INFO     | runner.paper:run_paper_trading:712 | Starting paper trading session
2025-09-29 23:10:51.077 | INFO     | strategy.exits:__init__:87 | ExitManager initialized
2025-09-29 23:10:51.078 | INFO     | infra.metrics:__init__:105 | MetricsCollector initialized
2025-09-29 23:10:51.078 | INFO     | infra.persistence:__init__:39 | StateManager initialized: data\bot_state.json
2025-09-29 23:10:51.078 | INFO     | runner.paper:__init__:81 | Paper trading engine initialized
2025-09-29 23:10:51.079 | INFO     | runner.paper:start:94 | Starting paper trading engine...
2025-09-29 23:10:51.079 | INFO     | runner.paper:_initialize_components:164 | Initializing paper trading components...
2025-09-29 23:10:51.080 | DEBUG    | runner.paper:_initialize_components:167 | Initializing client: MockBinanceClient
2025-09-29 23:10:51.080 | DEBUG    | runner.paper:_initialize_components:171 | Initializing position manager: PositionManager
2025-09-29 23:10:51.080 | DEBUG    | runner.paper:_initialize_components:172 | PositionManager has initialize method: False
2025-09-29 23:10:51.080 | ERROR    | runner.paper:_initialize_components:177 | PositionManager <class 'exchange.positions.PositionManager'> does not have initialize method!
2025-09-29 23:10:51.081 | ERROR    | runner.paper:_initialize_components:178 | Available methods: ['client', 'config']
2025-09-29 23:10:51.081 | ERROR    | runner.paper:start:112 | Failed to start paper trading engine: 'PositionManager' object has no attribute 'initialize'
2025-09-29 23:10:51.082 | ERROR    | runner.paper:run_paper_trading:722 | Paper trading session failed: 'PositionManager' object has no attribute 'initialize'
2025-09-29 23:10:51.082 | INFO     | runner.paper:run_paper_trading:725 | Paper trading session ended
2025-09-29 23:12:19.804 | INFO     | infra.logging:setup_structured_logging:378 | Structured logging initialized
2025-09-29 23:12:19.805 | INFO     | runner.paper:run_paper_trading:712 | Starting paper trading session
2025-09-29 23:12:19.805 | INFO     | strategy.exits:__init__:87 | ExitManager initialized
2025-09-29 23:12:19.805 | INFO     | infra.metrics:__init__:105 | MetricsCollector initialized
2025-09-29 23:12:19.806 | INFO     | infra.persistence:__init__:39 | StateManager initialized: data\bot_state.json
2025-09-29 23:12:19.806 | INFO     | runner.paper:__init__:81 | Paper trading engine initialized
2025-09-29 23:12:19.806 | INFO     | runner.paper:start:94 | Starting paper trading engine...
2025-09-29 23:12:19.807 | INFO     | runner.paper:_initialize_components:164 | Initializing paper trading components...
2025-09-29 23:12:19.807 | DEBUG    | runner.paper:_initialize_components:167 | Initializing client: MockBinanceClient
2025-09-29 23:12:19.807 | DEBUG    | runner.paper:_initialize_components:171 | Initializing position manager: PositionManager
2025-09-29 23:12:19.807 | DEBUG    | runner.paper:_initialize_components:172 | PositionManager has initialize method: True
2025-09-29 23:12:19.807 | ERROR    | runner.paper:start:112 | Failed to start paper trading engine: object NoneType can't be used in 'await' expression
2025-09-29 23:12:19.809 | ERROR    | runner.paper:run_paper_trading:722 | Paper trading session failed: object NoneType can't be used in 'await' expression
2025-09-29 23:12:19.809 | INFO     | runner.paper:run_paper_trading:725 | Paper trading session ended
2025-09-29 23:22:50.967 | INFO     | infra.logging:setup_structured_logging:378 | Structured logging initialized
2025-09-29 23:22:50.967 | INFO     | runner.paper:run_paper_trading:712 | Starting paper trading session
2025-09-29 23:22:50.968 | INFO     | strategy.exits:__init__:87 | ExitManager initialized
2025-09-29 23:22:50.968 | INFO     | infra.metrics:__init__:105 | MetricsCollector initialized
2025-09-29 23:22:50.968 | INFO     | infra.persistence:__init__:39 | StateManager initialized: data\bot_state.json
2025-09-29 23:22:50.969 | INFO     | runner.paper:__init__:81 | Paper trading engine initialized
2025-09-29 23:22:50.969 | INFO     | runner.paper:start:94 | Starting paper trading engine...
2025-09-29 23:22:50.969 | INFO     | runner.paper:_initialize_components:164 | Initializing paper trading components...
2025-09-29 23:22:50.970 | DEBUG    | runner.paper:_initialize_components:167 | Initializing client: MockBinanceClient
2025-09-29 23:22:50.970 | DEBUG    | runner.paper:_initialize_components:171 | Initializing position manager: PositionManager
2025-09-29 23:22:50.970 | DEBUG    | runner.paper:_initialize_components:172 | PositionManager has initialize method: False
2025-09-29 23:22:50.970 | ERROR    | runner.paper:_initialize_components:177 | PositionManager <class 'exchange.positions.PositionManager'> does not have initialize method!
2025-09-29 23:22:50.971 | ERROR    | runner.paper:_initialize_components:178 | Available methods: ['client', 'config']
2025-09-29 23:22:50.971 | ERROR    | runner.paper:start:112 | Failed to start paper trading engine: 'PositionManager' object has no attribute 'initialize'
2025-09-29 23:22:50.971 | ERROR    | runner.paper:run_paper_trading:722 | Paper trading session failed: 'PositionManager' object has no attribute 'initialize'
2025-09-29 23:22:50.972 | INFO     | runner.paper:run_paper_trading:725 | Paper trading session ended
2025-09-29 23:23:02.624 | INFO     | infra.logging:setup_structured_logging:378 | Structured logging initialized
2025-09-29 23:23:02.625 | INFO     | runner.live:run_live_trading:604 | Starting live trading session
2025-09-29 23:23:02.626 | INFO     | strategy.exits:__init__:87 | ExitManager initialized
2025-09-29 23:23:02.626 | INFO     | infra.metrics:__init__:105 | MetricsCollector initialized
2025-09-29 23:23:02.627 | INFO     | infra.persistence:__init__:39 | StateManager initialized: data\bot_state.json
2025-09-29 23:23:02.627 | INFO     | runner.live:__init__:75 | Live trading engine initialized
2025-09-29 23:23:02.628 | INFO     | runner.live:start:85 | Starting live trading engine...
2025-09-29 23:23:02.628 | INFO     | runner.live:_initialize_components:154 | Initializing trading components...
2025-09-29 23:23:03.545 | ERROR    | runner.live:start:106 | Failed to start live trading engine: 'PositionManager' object has no attribute 'get_position'
2025-09-29 23:23:03.546 | ERROR    | runner.live:run_live_trading:614 | Live trading session failed: 'PositionManager' object has no attribute 'get_position'
2025-09-29 23:23:03.547 | INFO     | runner.live:run_live_trading:617 | Live trading session ended
2025-09-29 23:32:18.136 | INFO     | infra.logging:setup_structured_logging:378 | Structured logging initialized
2025-09-29 23:32:18.137 | INFO     | runner.live:run_live_trading:604 | Starting live trading session
2025-09-29 23:32:18.138 | INFO     | strategy.exits:__init__:87 | ExitManager initialized
2025-09-29 23:32:18.138 | INFO     | infra.metrics:__init__:105 | MetricsCollector initialized
